Date,Time,Player,Nation,Days,Lap 1,Lap 2,Lap 3,Coins,Shrooms,Character,Kart,Tires,Glider
Pre-release,1:21.759,Toopa,,<1,28.267,26.670,26.822,-,-,Inkling Boy,Streetle,Roller,Parafoil
2017-04-28,1:21.406,TTyler,,<1,-,-,-,-,-,-,-,-,-
2017-04-28,1:21.094,TTyler,,<1,-,-,-,-,-,-,-,-,-
2017-04-28,1:20.347,TTyler,,<1,-,-,-,-,-,-,-,-,-
2017-04-28,1:19.872,John,,<1,27.512,25.987,26.373,10-0-0,1-1-1,Dry Bowser,Streetle,Button,Super Glider
2017-04-28,1:19.713,TTyler,,<1,-,-,-,-,-,-,-,-,-
2017-04-28,1:19.522,TTyler,,<1,-,-,-,-,-,-,-,-,-
2017-04-28,1:19.521,TTyler,,1,-,-,-,-,-,-,-,-,-
2017-04-29,1:19.118,TTyler,,<1,27.541,25.795,25.782,10-0-0,1-1-1,Morton,Streetle,Azure Roller,Hylian Kite
2017-04-29,1:19.114,TTyler,,1,27.479,25.861,25.774,10-0-0,1-1-1,Morton,Streetle,Leaf Tires,Hylian Kite
2017-04-30,1:18.978,TTyler,,1,27.506,25.704,25.768,10-0-0,1-1-1,Morton,Streetle,Leaf Tires,Super Glider
2017-05-01,1:18.702,John,,1,27.269,25.678,25.755,10-0-0,1-1-1,Wario,Streetle,Roller,Super Glider
2017-05-02,1:18.590,TTyler,,3,27.347,25.605,25.638,10-0-0,1-1-1,Morton,Streetle,Azure Roller,Super Glider
2017-05-05,1:18.423,Finn,,2,27.242,25.675,25.506,10-0-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider
2017-05-07,1:18.189,TTyler,,<1,27.250,25.368,25.571,10-0-0,1-1-1,Morton,Streetle,Azure Roller,Super Glider
2017-05-07,1:18.112,TTyler,,<1,27.336,25.368,25.408,10-0-0,1-1-1,Morton,Streetle,Azure Roller,Super Glider
2017-05-07,1:18.070,TTyler,,1,-,-,-,-,-,-,-,-,-
2017-05-08,1:17.999,TTyler,,16,27.203,25.428,25.368,10-0-0,1-1-1,Morton,Streetle,Azure Roller,Super Glider
2017-05-24,1:17.760,TTyler,,39,27.057,25.357,25.346,10-0-0,1-1-1,Dry Bowser,Streetle,Roller,Super Glider
2017-07-02,1:17.699,Luigi_Fan2,,<1,26.745,25.445,25.509,10-0-0,1-1-1,Wario,Streetle,Roller,Super Glider
2017-07-02,1:17.691,Kevin,,<1,26.684,25.487,25.520,10-0-0,1-1-1,Heavy Mii Sonic,Streetle,Azure Roller,Cloud Glider
2017-07-02,1:17.687,Kevin,,<1,26.726,25.461,25.500,10-0-0,1-1-1,Heavy Mii Sonic,Streetle,Azure Roller,Cloud Glider
2017-07-02,1:17.618,Kevin,,<1,26.648,25.477,25.493,10-0-0,1-1-1,Heavy Mii Sonic,Streetle,Azure Roller,Cloud Glider
2017-07-02,1:17.546,Kevin,,1,26.576,25.532,25.438,10-0-0,1-1-1,Heavy Mii Sonic,Streetle,Azure Roller,Cloud Glider
2017-07-03,1:17.409,Kevin,,1,26.576,25.405,25.428,10-0-0,1-1-1,Heavy Mii Sonic,Streetle,Azure Roller,Cloud Glider
2017-07-04,1:17.364,TTyler,,<1,26.578,25.368,25.418,10-0-0,1-1-1,Dry Bowser,Streetle,Azure Roller,Super Glider
2017-07-04,1:17.358,Kevin,,1,26.570,25.358,25.430,10-0-0,1-1-1,Heavy Mii Sonic,Streetle,Azure Roller,Plane Glider
2017-07-05,1:17.301,Kevin,,1,26.602,25.372,25.327,10-0-0,1-1-1,Heavy Mii Sonic,Streetle,Azure Roller,Plane Glider
2017-07-06,1:17.297,Kevin,,8,26.539,25.358,25.400,10-0-0,1-1-1,Heavy Mii Sonic,Streetle,Azure Roller,Plane Glider
2017-07-14,1:17.237,Ren,,4,26.507,25.313,25.417,10-0-0,1-1-1,Wario,Streetle,Azure Roller,Super Glider
2017-07-18,1:17.233,Ren,,1,26.566,25.305,25.362,10-0-0,1-1-1,Wario,Streetle,Azure Roller,Super Glider
2017-07-19,1:17.214,Ren,,1,26.468,25.435,25.311,10-0-0,1-1-1,Wario,Streetle,Azure Roller,Super Glider
2017-07-20,1:17.109,Ren,,3,26.551,25.281,25.277,10-0-0,1-1-1,Wario,Streetle,Azure Roller,Super Glider
2017-07-23,1:17.064,Ren,,106,26.488,25.295,25.281,10-0-0,1-1-1,Wario,Streetle,Azure Roller,Super Glider
2017-11-06,1:17.042,Jimmy,,9,26.512,25.302,25.228,10-0-0,1-1-1,Dry Bowser,Landship,Azure Roller,Super Glider
2017-11-15,1:17.039,Ren,,101,26.477,25.292,25.270,10-0-0,1-1-1,Wario,Landship,Azure Roller,Super Glider
2018-02-24,1:17.032,Ren,,124,26.490,25.245,25.297,10-0-0,1-1-1,Wario,Streetle,Azure Roller,Super Glider
2018-06-28,1:16.994,Kevin,,1,26.477,25.255,25.262,10-0-0,1-1-1,Heavy Mii PAC-MAN,Landship,Azure Roller,Plane Glider
2018-06-29,1:16.987,Kevin,,1,26.533,25.251,25.203,10-0-0,1-1-1,Heavy Mii PAC-MAN,Landship,Azure Roller,Plane Glider
2018-06-30,1:16.983,Alberto,,<1,26.543,25.193,25.247,10-0-0,1-1-1,Dry Bowser,Landship,Azure Roller,Super Glider
2018-06-30,1:16.921,Alberto,,<1,26.531,25.190,25.200,10-0-0,1-1-1,Dry Bowser,Landship,Azure Roller,Super Glider
2018-06-30,1:16.916,Kevin,,<1,26.527,25.172,25.217,10-0-0,1-1-1,Heavy Mii PAC-MAN,Landship,Azure Roller,Plane Glider
2018-06-30,1:16.916,Alberto,,<1,26.493,25.201,25.222,10-0-0,1-1-1,Dry Bowser,Landship,Azure Roller,Super Glider
2018-06-30,1:16.834,Alberto,,<1,26.505,25.117,25.212,10-0-0,1-1-1,Dry Bowser,Landship,Azure Roller,Super Glider
2018-06-30,1:16.813,Kevin,,<1,26.449,25.178,25.186,10-0-0,1-1-1,Heavy Mii Fox,Landship,Azure Roller,Hylian Kite
2018-06-30,1:16.795,Kevin,,2,26.514,25.105,25.176,10-0-0,1-1-1,Heavy Mii Pikmin,Landship,Azure Roller,Hylian Kite
2018-07-02,1:16.752,Kevin,,1,26.463,25.180,25.109,10-0-0,1-1-1,Heavy Mii Splatoon,Landship,Azure Roller,Hylian Kite
2018-07-03,1:16.728,Doodle,,1,26.448,25.096,25.184,10-0-0,1-1-1,Wario,Landship,Azure Roller,Super Glider
2018-07-04,1:16.721,Kevin,,<1,26.447,25.153,25.121,10-0-0,1-1-1,Heavy Mii Splatoon,Landship,Azure Roller,Hylian Kite
2018-07-04,1:16.655,Kevin,,211,26.471,25.145,25.039,10-0-0,1-1-1,Heavy Mii Splatoon,Landship,Azure Roller,Hylian Kite
2019-01-31,1:16.624,Army,,1,26.378,25.114,25.132,10-0-0,1-1-1,Heavy Mii Wario,Landship,Azure Roller,Hylian Kite
2019-02-01,1:16.617,Kevin,,2,26.441,25.089,25.087,10-0-0,1-1-1,Heavy Mii Splatoon,Landship,Azure Roller,Hylian Kite
2019-02-03,1:16.613,Kevin,,12,26.429,25.120,25.064,10-0-0,1-1-1,Heavy Mii Splatoon,Landship,Azure Roller,Hylian Kite
2019-02-15,1:16.602,Kevin,,1,26.390,25.079,25.133,10-0-0,1-1-1,Heavy Mii Splatoon,Landship,Azure Roller,Hylian Kite
